gene_id	Sample7	Sample12	Sample6	Sample17	Sample10	Sample19	Sample16	Sample15	Sample21	Sample18	Sample11	Sample13	Sample20	Sample3	Sample1	Sample5	Sample2	Sample23	Sample14	Sample8	Sample24	Sample9	Sample4	Sample22
ENSMUSG00000024892	480	350	352	529	398	709	641	807	760	722	363	618	700	574	658	351	504	542	576	561	635	429	518	674
ENSMUSG00000045045	1	1	1	1	0	2	2	1	1	0	2	1	2	2	2	0	2	1	0	4	2	1	2	1
ENSMUSG00000024889	1154	1584	1265	1636	1510	1236	1759	1403	1344	1863	1477	1173	1232	1358	1550	1379	1302	1464	1052	1302	1764	1272	1946	1892
ENSMUSG00000098346	1	0	2	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0
ENSMUSG00000071691	9	13	13	15	22	7	12	8	1	23	19	4	9	12	15	18	11	9	10	13	16	12	19	19
ENSMUSG00000067889	78	105	109	186	90	107	239	109	86	235	126	114	106	78	91	115	74	201	87	68	219	57	146	236
ENSMUSG00000096370	23	26	28	27	29	33	21	25	28	26	21	30	21	27	34	30	28	10	24	43	23	25	35	27
ENSMUSG00000033760	562	582	704	786	698	517	913	733	646	975	589	607	560	648	723	600	600	772	521	621	932	631	852	900
ENSMUSG00000103651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094936	118	138	180	125	165	117	185	159	161	164	142	132	128	152	173	141	111	116	111	167	137	132	223	173
ENSMUSG00000006456	3419	2443	2164	2659	2652	3309	2926	3788	3607	3149	2343	3051	3605	4198	4812	2464	3751	2320	2928	4100	2857	3641	3203	2910
ENSMUSG00000095913	1	3	1	7	2	2	3	1	2	5	3	3	3	5	3	1	2	1	3	1	3	6	6	7
ENSMUSG00000034108	1531	2613	2241	2986	2755	1845	3256	1941	1939	3285	2512	1669	1813	1725	2107	2451	1676	2872	1579	1818	3277	1596	3100	3437
ENSMUSG00000067872	12	23	21	32	18	17	38	19	25	35	22	19	16	15	17	25	17	22	16	19	30	11	37	33
ENSMUSG00000083282	136	710	512	936	746	185	1054	247	201	1001	728	201	173	184	227	521	179	1135	178	194	1242	153	704	1280
ENSMUSG00000006457	20	15	9	8	14	17	15	25	27	15	11	13	18	12	17	22	15	13	8	16	14	8	18	13
ENSMUSG00000006463	673	1009	1001	1361	1137	776	1571	922	842	1551	1025	731	789	761	1017	969	798	1246	680	759	1401	710	1384	1461
ENSMUSG00000006464	260	393	418	528	458	384	603	466	436	622	423	371	404	405	401	406	348	527	340	330	588	320	543	554
ENSMUSG00000088661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063904	9286	9841	8582	10448	10433	10458	11709	11838	11134	12445	9582	9715	11083	10858	13017	9486	10305	9053	9437	11156	10955	9546	12404	11192
ENSMUSG00000024901	39	116	124	199	143	50	222	82	58	250	169	65	60	67	61	111	65	254	60	63	235	57	176	296
ENSMUSG00000024902	1986	1829	1582	1955	1945	1991	2060	2291	2138	2144	1905	1769	2039	2062	2484	1739	1919	1770	1740	2153	2119	1913	2170	2148
ENSMUSG00000045903	0	1	0	0	0	1	0	0	2	1	0	0	1	2	0	1	1	0	1	0	0	0	1	0
ENSMUSG00000024891	196	241	156	170	236	167	187	182	167	171	230	153	146	205	247	191	194	195	137	180	223	202	262	246
ENSMUSG00000047379	1425	1703	1473	1858	1787	1547	2112	1898	1775	2240	1622	1537	1656	1737	1947	1498	1588	1816	1484	1577	2179	1542	1978	2431
ENSMUSG00000080268	2101	2297	1965	2573	2379	2405	2811	2783	2619	2944	2287	2193	2482	2345	2810	2236	2313	2233	2141	2461	2620	2247	2882	2905
ENSMUSG00000024883	3579	3587	2963	3597	3750	3958	3898	3465	4234	3933	3619	2988	4050	3206	3834	3307	3190	3236	2779	4151	3793	3900	4336	4020
ENSMUSG00000056481	5	12	8	0	8	1	2	2	1	1	7	3	2	1	4	3	5	0	3	6	0	5	11	2
ENSMUSG00000061451	1387	1585	1381	1632	1795	1358	1754	1581	1299	1928	1627	1295	1331	1602	1964	1551	1564	1275	1377	1578	1544	1377	2168	1589
ENSMUSG00000024875	1727	2336	2041	2548	2409	1961	2969	2152	2057	2948	2265	1760	1966	1967	2385	2184	1801	2196	1629	1994	2668	1745	2916	2689
ENSMUSG00000024873	14	10	14	11	19	5	10	15	12	14	14	11	10	14	25	14	14	12	19	21	9	16	20	11
ENSMUSG00000024870	6546	6320	5232	6673	6803	7097	7548	8112	7609	7882	6241	6610	7672	7439	8811	5965	7132	6096	6228	7876	7275	6863	7726	7572
ENSMUSG00000024862	1167	1534	1369	1358	1582	948	1627	1160	1041	1719	1550	937	995	1290	1546	1453	1271	1148	890	1271	1349	1152	1967	1550
ENSMUSG00000024855	746	1241	867	876	1334	679	927	744	720	1026	1213	632	640	886	1066	1032	782	1033	570	892	1295	713	1342	1252
ENSMUSG00000098803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024853	19922	21012	16487	20603	22229	21604	23019	23804	23260	23580	20609	19592	21665	22319	26465	17816	20858	19880	18597	23730	24049	20367	24237	24706
ENSMUSG00000047658	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ENSMUSG00000038498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024846	21	8	4	8	5	29	7	27	39	10	5	41	48	23	27	1	30	10	24	24	7	21	9	14
ENSMUSG00000024844	8981	5647	4746	4928	5874	9642	5583	10684	10618	5981	5698	8422	10198	10233	11920	5092	9362	4234	8648	10631	5131	9191	6854	5295
ENSMUSG00000024841	2847	2334	1973	1889	2496	2881	2070	3181	3286	2127	2328	2769	3111	3033	3686	2002	2861	1588	2541	3308	1993	2945	2918	1930
ENSMUSG00000039148	4996	5327	4264	5139	5327	5588	5760	6417	5801	5963	4899	4934	5631	5873	6669	4895	5579	4526	4960	5930	5358	5350	6410	5700
ENSMUSG00000039330	1	2	1	1	1	6	5	7	0	1	2	2	3	4	4	0	2	5	1	2	4	5	2	7
ENSMUSG00000086938	7	10	6	14	18	6	22	5	9	18	12	5	12	9	7	10	19	21	2	11	16	10	16	31
ENSMUSG00000051133	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024914	4070	3590	2974	3732	3728	4878	4166	5382	5217	4439	3445	4390	5083	4676	5702	3159	4486	3522	4316	4869	4171	4217	4252	4441
ENSMUSG00000047423	2214	2366	1970	2499	2514	2424	2796	2735	2528	2776	2245	2198	2491	2587	3040	2275	2407	2277	2175	2544	2868	2230	2757	3041
ENSMUSG00000088909	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000024912	3191	703	703	660	745	3500	643	1196	3841	661	664	971	3895	1087	1229	760	1020	405	900	3829	507	3331	1097	501
ENSMUSG00000095098	770	762	592	655	757	580	763	711	710	802	685	624	852	932	745	645	803	546	696	810	565	788	984	819
ENSMUSG00000024911	2525	2767	2418	3035	2884	2861	3155	3108	2969	3321	2769	2622	3036	2732	3289	2442	2775	2836	2464	2753	3392	2556	3296	3485
ENSMUSG00000024910	125	112	163	41	122	88	63	99	97	57	138	99	94	142	187	201	134	34	85	169	28	156	203	21
ENSMUSG00000024909	4680	7045	5989	6554	7528	4996	7385	5687	5301	7620	7071	4610	5372	5344	6282	6677	5048	5785	4485	5439	6896	4931	8805	7244
ENSMUSG00000024906	672	1169	976	1304	1219	765	1400	774	752	1481	1198	698	775	825	933	1121	756	1171	695	772	1301	761	1525	1516
ENSMUSG00000056201	38766	28279	27672	27742	30722	40197	33065	44015	44840	33223	28801	36967	41835	42227	50698	30139	39687	21782	35542	46470	27082	39556	39233	26810
ENSMUSG00000056185	218	491	393	665	493	231	702	210	192	745	514	232	196	238	270	471	257	581	222	225	754	229	630	753
ENSMUSG00000100937	14	16	19	22	12	8	20	21	8	20	10	15	14	10	34	13	14	22	8	15	21	12	25	28
ENSMUSG00000109695	11	37	21	37	26	8	44	13	8	31	14	14	13	16	20	31	7	22	13	16	60	10	31	36
ENSMUSG00000024922	1	1	1	1	0	1	1	0	1	1	2	0	0	0	3	2	0	3	0	1	0	0	2	0
ENSMUSG00000049562	339	669	557	665	726	412	766	522	431	801	625	456	473	465	566	658	444	538	441	425	644	378	836	696
ENSMUSG00000024925	1543	1345	1128	1398	1404	1452	1643	1807	1715	1695	1262	1457	1840	1792	1901	1178	1681	1230	1564	1869	1489	1665	1750	1719
ENSMUSG00000024926	2004	2280	1837	2000	2215	1865	2317	2250	2117	2227	2193	1683	2033	2269	2608	1876	2092	1889	1749	2269	2180	2027	2655	2214
ENSMUSG00000024927	7749	10566	9020	10160	11221	8031	11355	8530	8650	11642	10249	6633	8286	8297	9691	9979	7794	8685	6573	9038	10380	8215	13463	10751
ENSMUSG00000056917	1711	1823	1410	1440	1891	1716	1497	1995	1850	1684	1792	1714	1897	2049	2182	1651	1923	1190	1633	1981	1479	1802	2217	1598
ENSMUSG00000054874	6641	7580	6207	7876	8354	7539	8619	8533	7925	9030	7245	6805	7768	8263	9016	6933	7369	6934	6374	7843	8563	7244	9542	9297
ENSMUSG00000098568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004054	4570	4289	3630	4379	4751	4864	5002	5056	5008	5276	4129	4170	5101	4969	5681	4166	4740	3692	3950	5175	4401	4617	5474	4829
ENSMUSG00000024936	18	2	2	0	0	17	2	17	22	7	3	21	18	16	10	0	10	4	18	13	5	10	1	4
ENSMUSG00000024937	4063	3390	3027	3357	3538	4482	3760	4152	4817	3849	3249	3389	4722	3682	4347	3392	3622	2756	3332	4572	3378	4206	4420	3431
ENSMUSG00000089766	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024939	1	1	1	1	1	3	1	0	1	1	1	1	1	2	1	0	2	2	2	0	4	1	1	1
ENSMUSG00000079478	1061	1121	905	1082	1082	1130	1159	1308	1121	1312	1073	1004	1227	1142	1374	1036	1028	880	981	1277	1193	1107	1225	1330
ENSMUSG00000024940	15137	22931	16531	22842	24223	17417	25053	18602	17687	25722	21389	15773	17982	16491	19176	19393	15990	22633	14537	16792	27533	16589	25149	29599
ENSMUSG00000024941	5449	5783	4915	6051	6115	5914	6701	6408	6325	7251	5461	5250	6288	6191	7226	5434	5640	5302	5189	6194	6274	5736	7465	6511
ENSMUSG00000092341	8642	10950	10358	14316	11987	10191	18240	11359	11320	16781	10584	11434	10317	10604	12785	9614	9523	13695	9895	10132	16625	10641	14766	19345
ENSMUSG00000092267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092274	17701	34388	23648	36759	34722	13082	35260	12002	11428	28469	36060	12405	13246	16813	24566	28325	24084	43547	13636	18233	50926	23170	36694	49676
ENSMUSG00000098543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043488	5	3	0	5	3	2	10	2	4	0	2	3	4	1	3	1	3	3	0	5	3	4	5	2
ENSMUSG00000024816	5923	5900	5321	6936	6399	6611	7768	7682	7103	8069	5686	6010	6650	6992	8454	5852	6658	5808	5883	6811	7203	6242	7588	7460
ENSMUSG00000024818	377	489	423	587	519	407	616	502	447	670	449	458	454	505	665	489	498	471	441	484	594	446	687	586
ENSMUSG00000044390	48	27	28	17	25	32	31	55	42	35	25	45	31	56	54	20	49	21	47	59	24	42	38	17
ENSMUSG00000024826	3092	3695	3107	3686	3816	3402	4162	4017	3717	4221	3467	3342	3496	3957	4587	3298	3679	3428	3299	3740	4062	3287	4422	4192
ENSMUSG00000110156	20	18	14	24	22	25	26	42	43	32	11	34	33	44	48	16	29	19	36	27	35	25	29	39
ENSMUSG00000045664	2455	2275	2088	2202	2401	2622	2661	4306	2815	2770	2177	3443	2617	4121	4762	2323	3768	1654	3328	2702	2102	2441	3084	2225
ENSMUSG00000024833	5677	2577	2118	2016	2777	6013	2147	6801	6589	2207	2484	5600	6316	6494	7673	2352	6159	1566	5394	6817	2018	5807	3184	2017
ENSMUSG00000037451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
ENSMUSG00000024942	5340	7271	6031	7280	7717	5584	8179	6489	6215	8475	7094	5112	5973	6310	7103	6668	5613	6783	5037	6343	8109	5620	8844	8652
ENSMUSG00000097404	13	34	18	37	20	23	22	20	15	29	25	11	28	27	26	24	18	28	11	21	42	19	34	29
ENSMUSG00000094281	12	19	12	13	26	11	16	13	7	16	14	15	10	14	22	7	10	14	16	11	18	12	22	15
ENSMUSG00000024807	3367	3350	2982	3560	3420	3539	3999	3776	3653	4065	3141	3207	3572	3928	4560	3277	3776	2942	2954	3932	3797	3672	4423	3755
ENSMUSG00000098928	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	0	1	2	0	0	0	1	2	0
ENSMUSG00000007338	2783	2113	1963	2129	2334	3183	2507	3922	3665	2504	2154	3036	3369	3334	3837	1998	3051	1905	2919	3406	2257	2925	2743	2226
ENSMUSG00000038274	98	77	43	47	54	72	62	69	83	78	55	64	89	81	81	67	77	57	73	74	60	73	78	72
ENSMUSG00000075227	600	656	547	778	680	670	828	825	744	940	669	707	773	753	724	578	722	575	679	706	715	600	864	829
ENSMUSG00000024799	1078	1499	1584	1630	1653	992	1860	1098	1066	1930	1466	938	1025	1204	1463	1664	1172	1132	915	1160	1356	1165	2274	1394
ENSMUSG00000024797	2180	2717	2133	2819	2780	2105	3088	2364	2284	3257	2596	1965	2194	2358	2800	2364	2401	2815	1915	2434	3419	2216	3128	3615
ENSMUSG00000100621	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047733	5	7	3	3	4	2	8	4	4	4	9	3	3	2	5	4	7	3	5	3	2	0	7	7
ENSMUSG00000024792	1118	1330	1189	1393	1458	1148	1586	1308	1198	1637	1301	1070	1248	1277	1444	1234	1100	1368	1156	1206	1636	1212	1623	1720
ENSMUSG00000024791	2861	1103	1107	877	1232	3233	1000	3724	3749	1168	1159	2949	3316	3134	3706	1080	2990	722	2926	3427	896	2889	1534	897
ENSMUSG00000054999	75	64	48	54	76	92	56	110	85	54	49	86	93	108	159	49	138	45	87	98	54	119	82	58
ENSMUSG00000024790	1310	1012	855	1164	1055	1366	1316	1811	1527	1397	924	1403	1520	1673	1719	1009	1502	879	1399	1457	1114	1291	1459	1200
ENSMUSG00000024787	2113	1815	1577	2039	1879	2558	2321	3196	2759	2400	1727	2560	2782	2700	3095	1737	2409	1744	2437	2453	2137	2256	2336	2195
ENSMUSG00000024944	2422	2886	2425	3316	2979	2805	3586	3232	2970	3712	2951	2721	2988	2852	3340	2670	2664	2922	2558	2543	3558	2467	3633	3612
ENSMUSG00000039699	0	0	1	1	2	0	2	0	1	1	0	0	2	0	0	0	4	1	3	2	1	2	2	1
ENSMUSG00000084742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083458	0	5	0	2	1	1	4	3	2	2	2	2	1	2	2	5	3	0	1	2	2	3	3	1
ENSMUSG00000024786	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000024784	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000024777	375	756	701	796	782	447	958	581	501	924	739	430	463	518	596	739	482	705	415	524	834	500	1033	848
ENSMUSG00000024773	1020	1201	1012	1375	1341	1255	1572	1375	1261	1527	1161	1177	1280	1333	1478	1096	1146	1232	956	1198	1524	1120	1600	1649
ENSMUSG00000065582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085196	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024772	456	274	258	332	300	557	383	653	562	350	326	534	610	566	587	304	496	250	517	514	309	496	412	347
ENSMUSG00000024769	1695	1694	1427	2310	1775	2279	2723	2521	2252	2853	1581	2068	2287	2013	2284	1508	1931	2141	1976	1925	2691	1779	2128	2783
ENSMUSG00000024947	545	660	559	562	737	522	657	636	572	653	635	489	564	663	803	579	660	519	534	618	608	598	769	620
ENSMUSG00000024948	689	616	558	604	612	695	620	777	714	569	559	601	704	740	891	524	735	455	655	837	535	762	755	558
ENSMUSG00000099230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079467	0	0	0	1	3	1	5	1	1	2	4	1	1	1	1	3	1	2	3	1	5	3	2	2
ENSMUSG00000024949	2734	2556	2094	2408	2705	2832	2710	3258	3126	2591	2448	2551	2951	3051	3520	2179	2889	1972	2402	3244	2356	2846	3126	2451
ENSMUSG00000032648	8	7	6	7	10	11	15	15	14	6	7	9	13	5	10	8	9	7	11	15	10	19	13	14
ENSMUSG00000032946	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	0	2
ENSMUSG00000084876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033768	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000052188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024952	5660	3541	3282	3420	3879	5849	3690	5491	6014	4005	3532	4707	6131	5634	6304	3744	5241	2585	4484	6281	2995	5483	4837	3349
ENSMUSG00000104884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047810	32	26	34	23	18	35	15	22	54	50	26	38	38	28	41	29	34	21	23	42	17	37	31	16
ENSMUSG00000024953	7299	5675	5617	6868	6095	10217	7929	10617	10725	8162	5620	8851	10466	7669	9315	6186	7465	5549	8454	8449	6710	7367	7851	6974
ENSMUSG00000038812	71	62	51	72	59	72	79	80	77	78	75	40	67	58	65	47	62	57	49	56	75	52	82	78
ENSMUSG00000024955	1643	2490	2141	3074	2774	1839	3440	1918	1999	3544	2398	1587	1925	1778	2168	2405	1625	2763	1478	1816	3188	1774	3053	3673
ENSMUSG00000098413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050623	0	7	6	5	3	0	4	6	5	6	3	3	0	3	1	3	2	5	1	2	5	1	6	5
ENSMUSG00000024957	4	7	6	6	9	1	8	4	4	11	6	0	4	2	3	4	0	6	3	3	7	7	4	4
ENSMUSG00000024958	768	1127	1016	1423	1130	897	1466	984	876	1544	1050	785	944	897	1048	1113	801	1197	831	791	1455	791	1466	1396
ENSMUSG00000024959	1299	1585	1290	1783	1728	1476	1952	1712	1533	2209	1481	1336	1574	1531	1808	1529	1482	1651	1336	1395	2055	1295	1871	2140
ENSMUSG00000024960	4732	7087	5657	6128	7202	4673	6962	4877	4849	7152	6752	3932	4704	5343	6381	6405	5091	5787	3874	5727	6894	4886	8389	7347
ENSMUSG00000056612	2606	2034	1725	1746	2120	2362	1973	2589	2565	2061	2015	2175	2558	2871	3181	1899	2662	1558	2090	3113	1929	2690	2508	1954
ENSMUSG00000056629	1822	1725	1511	1776	1809	2100	2062	2238	2005	2203	1691	1861	2073	2076	2519	1624	2113	1551	1735	2142	1810	1937	2252	1867
ENSMUSG00000024962	1573	2262	1842	2220	2397	1330	2613	1572	1549	2675	2234	1303	1528	1784	2061	2054	1821	2370	1463	1816	2743	1695	2811	2975
ENSMUSG00000024963	368	550	457	622	497	466	637	540	479	686	470	415	506	477	572	479	474	525	418	471	672	449	622	693
ENSMUSG00000037349	406	459	345	460	479	416	467	531	462	540	422	399	454	486	542	385	477	420	361	499	552	403	530	517
ENSMUSG00000047656	136	245	189	338	249	155	339	218	185	355	265	151	162	208	204	230	184	336	163	191	372	150	288	366
ENSMUSG00000024965	23	23	20	24	36	35	24	44	50	28	23	36	66	42	47	28	34	38	39	37	43	38	23	35
ENSMUSG00000024966	14680	13463	11670	12943	14019	15959	15318	17454	18164	15431	13131	14366	16661	16228	19059	12158	14834	11132	13823	17676	13445	14841	16803	13635
ENSMUSG00000036278	260	688	581	825	781	253	998	330	291	1061	715	273	298	269	291	640	271	886	264	302	1088	253	838	1165
ENSMUSG00000047787	1	5	2	3	6	1	5	3	4	0	5	9	1	3	6	3	5	4	3	1	1	7	4	5
ENSMUSG00000024767	5954	6819	5562	6824	6966	6653	7670	7247	6945	7854	6644	5892	6742	6412	7836	6078	6491	6068	5737	7002	7341	6177	8266	7505
ENSMUSG00000035885	6745	5785	4859	6844	6137	7277	7853	8449	8113	8531	5515	7059	8562	8013	8192	5483	7672	5646	7085	7757	6977	7179	8012	7753
ENSMUSG00000024764	2967	2765	2420	2669	2859	3279	2996	3589	3531	2968	2870	3118	3361	3315	4092	2438	3279	2471	2998	3471	2846	3154	3379	3019
ENSMUSG00000096774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024968	121	205	243	122	242	74	145	89	68	138	217	71	94	142	158	224	139	106	64	113	117	116	339	116
ENSMUSG00000024969	6884	7103	6178	7334	7631	7704	8241	8049	8340	8453	6787	6645	7983	7607	8991	6748	7129	6198	6295	8185	7724	7626	9141	8124
ENSMUSG00000091558	1	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024970	1364	1416	1280	1439	1507	1447	1473	1525	1512	1648	1413	1219	1383	1513	1872	1342	1518	1210	1235	1614	1578	1410	1750	1460
ENSMUSG00000099923	9	12	15	5	11	4	9	9	5	8	12	6	10	9	7	11	12	10	4	5	9	6	9	19
ENSMUSG00000095690	43	33	34	39	57	35	43	34	37	60	47	43	43	47	57	33	54	29	29	42	27	33	40	38
ENSMUSG00000053080	1315	2078	1735	1180	2180	638	1299	805	716	1295	2120	766	733	1592	1866	1789	1678	1123	701	1504	1394	1437	2551	1587
ENSMUSG00000098293	3	0	2	0	2	2	5	0	0	2	2	2	0	3	0	3	1	1	0	0	0	4	5	2
ENSMUSG00000024758	20305	20009	20586	23521	22546	21551	28122	24621	26825	28022	20756	21574	23161	22397	26315	20522	20574	19987	19721	24472	24379	21004	28421	24875
ENSMUSG00000024759	11993	10025	10306	9617	11552	12415	11784	14215	15516	11879	10238	13163	12742	13023	16330	9657	11894	9205	11121	15233	10930	12691	13115	11058
ENSMUSG00000060675	214	251	264	90	279	75	120	84	67	116	273	52	81	258	294	311	244	54	46	239	68	215	344	75
ENSMUSG00000024972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024761	14	6	9	9	5	9	1	8	7	8	8	10	10	10	13	11	5	13	7	7	11	7	17	4
ENSMUSG00000024757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083160	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081596	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067656	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000076136	22	18	27	23	22	17	24	20	20	23	18	16	17	27	34	28	17	23	10	37	21	18	28	22
ENSMUSG00000063590	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000075044	0	0	0	0	1	0	0	1	3	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000052562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000110298	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000086174	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	1	0
ENSMUSG00000063796	0	0	0	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSMUSG00000024650	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000032773	35	41	34	40	38	37	43	59	56	46	33	51	61	41	49	42	36	31	40	38	30	37	39	35
ENSMUSG00000087830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010095	11411	18670	15991	21734	18898	14768	25124	17057	16261	25809	17778	14099	15483	13133	15030	17171	12347	18000	13398	13225	21802	11747	23061	23190
ENSMUSG00000108414	2790	3292	2966	3161	3630	2353	3816	2830	2884	3573	3593	2502	2507	2868	3698	2850	2803	3966	2219	3369	4590	2893	3976	4549
ENSMUSG00000064721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
